ID,CCAvg,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1183,0.4,0,0,0,0,1,1
1189,0.4,0,0,1,0,0,1
1190,0.4,0,0,0,0,1,0
1198,0.4,0,0,0,0,0,1
1203,0.4,0,0,0,0,0,0
1215,0.4,0,0,0,0,0,0
1234,0.4,0,0,0,0,1,0
1257,0.4,0,0,0,0,1,0
1290,0.4,0,0,0,0,0,0
1333,0.4,0,0,0,0,1,0
1354,0.4,0,0,0,0,1,1
1365,0.4,0,0,0,0,0,0
1407,NA,0,0,0,0,1,1
1414,0.4,0,0,0,0,0,0
1417,0.4,0,0,0,0,0,0
1437,0.4,0,0,0,0,1,1
1536,0.4,0,0,0,0,1,1
1543,0.4,0,0,0,0,0,0
1577,0.4,0,0,0,0,1,0
1588,0.4,0,0,NA,0,1,0
1599,0.4,0,0,1,0,0,0
1684,0.4,0,0,0,0,0,0
1708,0.4,0,0,0,0,0,1
1719,0.4,0,0,0,0,1,1
1730,0.4,0,0,0,0,1,0
1736,0.4,0,0,0,0,1,1
1754,0.4,0,0,0,0,1,0
1808,0.4,0,0,0,0,0,0
1816,0.4,0,0,1,1,1,1
1868,0.4,0,0,0,0,0,0
1901,0.4,0,0,0,0,1,0
1921,0.4,0,0,0,0,0,0
1987,0.4,0,0,0,0,0,0
2040,0.4,0,0,0,0,1,0
2064,0.4,0,0,0,0,1,0
2100,0.4,0,0,0,0,0,0
2202,0.4,0,0,0,0,0,0
2235,0.4,0,0,0,0,NA,0
2298,0.4,0,0,0,0,1,1
2351,0.4,0,0,0,0,1,1
2355,NA,0,0,0,0,1,0
2428,0.4,0,0,0,0,1,0
2463,0.4,0,0,0,0,1,0
2525,0.4,0,0,0,0,1,0
2580,0.4,0,0,0,0,0,0
2687,0.4,0,0,0,0,0,0
2723,0.4,0,0,0,0,0,0
2743,0.4,0,0,0,0,1,0
2817,0.4,0,0,0,0,1,0
2820,0.4,0,0,0,0,1,0
2926,0.4,0,0,0,0,1,0
2940,0.4,0,0,0,0,0,1
2991,0.4,0,0,1,0,0,0
3033,0.4,0,0,0,0,1,0
3038,0.4,0,1,0,1,1,0
3094,0.4,0,0,0,0,0,1
3122,0.4,0,0,0,0,0,1
3176,0.4,0,0,0,0,0,0
3177,0.4,0,0,0,0,1,0
3228,0.4,0,0,0,0,1,0
3293,0.4,0,0,1,0,0,0
3359,0.4,0,0,0,0,0,0
3386,0.4,0,0,1,0,0,0
3453,0.4,0,0,0,0,0,0
3492,0.4,0,0,0,0,0,1
3494,0.4,0,0,0,0,1,0
3573,0.4,0,0,0,0,1,1
3660,0.4,0,0,0,0,0,0
3671,0.4,0,0,0,0,1,0
3672,0.4,0,0,0,0,1,0
3732,0.4,0,0,0,0,1,0
3740,0.4,0,0,0,0,0,0
3765,0.4,0,0,0,0,0,0
3790,0.4,0,0,0,0,1,1
3901,0.4,0,0,1,1,1,1
3930,0.4,0,0,0,0,0,0
3950,0.4,0,0,0,0,1,1
4095,0.4,0,0,1,0,1,0
4096,0.4,0,0,0,0,1,0
4169,0.4,0,1,0,0,1,0
4182,0.4,0,0,0,0,1,0
4220,0.4,0,0,0,0,0,0
4339,0.4,0,0,0,0,1,0
4371,0.4,0,0,0,0,0,0
4405,0.4,0,0,0,0,0,0
4413,0.4,0,0,0,0,0,0
4428,0.4,0,0,0,0,0,0
4452,0.4,0,0,0,0,1,0
4492,0.4,0,0,0,0,1,0
4559,0.4,0,0,0,0,1,1
4600,0.4,0,0,0,0,1,0
4637,0.4,0,0,0,0,1,0
4684,0.4,0,0,0,0,0,0
4693,0.4,0,0,0,0,0,1
4729,0.4,0,0,0,0,1,0
4747,0.4,0,0,0,0,1,0
4792,0.4,0,0,0,0,0,1
4841,0.4,0,0,0,0,1,0
4897,0.4,0,0,0,0,1,0
539,0.4,76,0,0,0,0,1
2205,0.4,76,0,0,0,0,0
4198,0.4,76,0,1,0,1,0
478,0.4,78,0,0,0,1,0
3959,0.4,78,0,0,0,0,0
4778,0.4,78,0,0,0,1,0
1986,0.4,79,0,0,0,0,0
2504,0.4,79,0,0,0,1,1
1860,0.4,80,0,0,0,0,0
838,0.4,81,0,0,0,1,0
3853,0.4,82,0,1,1,1,1
2093,0.4,84,0,0,0,1,0
4997,0.4,85,0,0,0,1,0
2644,0.4,86,0,0,0,1,1
4130,0.4,87,0,0,0,1,1
357,0.4,88,0,0,0,0,0
1841,0.4,88,0,0,0,0,0
1748,0.4,89,0,0,0,0,1
3135,0.4,89,0,0,0,1,0
1429,0.4,90,0,0,0,1,0
1223,0.4,94,0,0,0,0,0
2242,0.4,94,0,0,0,1,0
3905,0.4,94,0,0,0,1,1
1179,0.4,98,0,0,0,1,0
3712,0.4,99,0,0,0,1,0
1800,0.4,100,0,0,0,1,0
1671,0.4,101,0,0,0,1,0
1894,0.4,101,0,1,0,0,0
927,0.4,103,0,0,0,1,0
4370,0.4,103,0,0,0,1,1
2966,0.4,104,0,0,0,0,1
2634,0.4,106,0,0,0,1,0
1715,0.4,107,0,0,0,0,1
4836,0.4,113,0,0,0,1,0
1832,0.4,115,0,0,0,1,1
2226,0.4,115,0,0,0,0,0
149,0.4,116,0,0,0,1,0
80,0.4,118,0,0,0,1,0
1695,0.4,118,0,0,0,0,0
4862,0.4,121,0,0,0,1,0
4132,0.4,122,0,0,0,0,0
876,0.4,123,0,0,0,0,0
939,0.4,124,0,1,0,0,0
1645,0.4,131,0,0,0,0,1
4842,0.4,135,0,0,0,1,0
898,0.4,137,0,0,0,1,1
4407,0.4,137,0,0,0,1,0
2127,0.4,141,0,0,0,0,0
1081,0.4,142,0,0,0,1,0
1280,0.4,145,0,0,0,0,0
4103,0.4,146,0,0,0,1,1
6,0.4,155,0,0,0,1,0
2725,0.4,157,0,0,1,1,1
141,0.4,161,0,0,0,1,1
717,0.4,161,0,0,0,1,1
2465,0.4,165,0,0,0,1,0
2802,0.4,177,0,0,0,1,0
3715,0.4,232,0,0,0,0,1
4222,0.4,248,0,0,0,1,0
4970,0.4,250,0,0,0,1,0
1907,0.4,275,0,0,0,1,0
3859,0.4,277,1,0,0,0,1
3093,0.4,325,0,1,0,0,0
3516,0.4,508,0,0,0,0,0
20,0.5,0,0,1,0,0,1
78,0.5,0,0,0,0,0,0
115,0.5,0,0,0,0,1,0
126,0.5,0,0,0,0,1,0
130,0.5,0,0,0,0,0,1
237,0.5,0,0,0,0,1,1
258,0.5,0,0,0,0,0,1
274,0.5,0,0,0,0,1,0
284,0.5,0,0,1,0,1,0
285,0.5,0,0,0,0,1,0
329,0.5,0,0,0,0,1,1
469,0.5,0,0,0,0,1,0
601,0.5,0,0,0,0,1,0
669,0.5,0,0,0,0,0,0
718,0.5,0,0,0,0,0,1
798,0.5,0,0,0,0,1,0
859,0.5,0,0,0,0,1,0
871,0.5,0,0,0,0,1,0
919,0.5,0,0,0,0,0,0
970,0.5,0,0,0,0,1,0
983,0.5,0,0,0,0,0,1
1049,0.5,0,0,0,0,1,0
1067,0.5,0,1,0,1,1,0
1102,0.5,0,0,0,0,0,0
1186,0.5,0,0,0,0,0,0
1242,0.5,0,0,1,1,1,1
1258,0.5,0,0,0,0,0,1
1353,0.5,0,0,0,0,1,0
1427,0.5,0,0,0,0,1,0
1449,0.5,0,0,0,0,1,0
1451,0.5,0,0,0,0,1,1
1497,0.5,0,0,0,0,0,1
1664,0.5,0,0,1,0,1,0
1703,0.5,0,0,0,0,0,1
1775,0.5,0,0,0,0,0,1
1812,0.5,0,0,0,0,0,0
1912,0.5,0,0,0,0,0,0
1943,0.5,0,0,0,0,1,0
1956,0.5,0,0,0,0,1,0
1966,0.5,0,0,0,0,1,0
1978,0.5,0,0,0,0,1,1
1992,0.5,0,0,0,0,0,0
2032,0.5,0,0,0,0,1,0
2041,0.5,0,0,0,0,0,0
2071,0.5,0,0,0,0,0,0
2120,0.5,0,0,0,0,0,0
2171,0.5,0,0,1,0,0,1
2237,0.5,0,0,0,0,1,0
2299,0.5,0,0,0,0,0,1
2322,0.5,0,0,0,0,0,0
2362,0.5,0,1,1,1,1,0
2389,0.5,0,0,1,0,0,0
2404,0.5,0,1,0,0,0,0
2445,0.5,0,0,0,0,1,1
2488,0.5,0,0,1,0,1,0
2576,0.5,0,0,0,0,1,0
2673,0.5,0,1,0,0,0,0
2698,0.5,0,0,0,0,1,0
2738,0.5,0,0,0,0,0,0
2861,0.5,0,0,0,0,1,0
2946,0.5,0,0,0,0,1,1
2954,0.5,0,0,0,0,1,1
2958,0.5,0,0,0,0,1,0
3138,0.5,0,0,0,0,1,0
3152,0.5,0,0,0,0,0,0
3188,0.5,0,0,0,0,0,0
3193,0.5,0,0,0,0,0,0
3195,0.5,0,0,0,0,0,0
3224,0.5,0,0,0,0,1,0
3266,0.5,0,0,0,0,1,0
3372,0.5,0,0,0,0,0,0
3443,0.5,0,0,0,0,1,0
3451,0.5,0,0,0,0,0,1
3456,0.5,0,0,0,0,1,1
3553,0.5,0,0,0,0,1,1
3605,0.5,0,0,0,0,1,0
3636,0.5,0,0,0,0,1,0
3673,0.5,0,0,0,0,1,0
3698,0.5,0,0,0,0,0,0
3699,0.5,0,0,1,1,1,1
3727,0.5,0,0,0,0,1,0
3738,0.5,0,0,0,0,1,0
3751,0.5,0,0,0,0,1,0
3801,0.5,0,0,0,0,1,0
3830,0.5,0,0,0,0,1,1
3837,0.5,0,0,0,0,1,1
3881,0.5,0,0,0,0,0,0
3892,0.5,0,0,0,0,1,0
3972,0.5,0,0,0,0,1,1
3975,0.5,0,0,0,0,0,0
3976,0.5,0,0,0,0,1,0
3982,0.5,0,0,1,1,1,1
4068,0.5,0,0,0,0,1,0
4069,0.5,0,0,0,0,1,0
4175,0.5,0,0,0,0,1,0
4195,0.5,0,0,0,0,1,0
4202,0.5,0,0,0,0,1,0
4224,0.5,0,0,0,0,0,1
4270,0.5,0,0,0,0,0,0
4354,0.5,0,0,0,0,1,1
4397,0.5,0,0,0,0,1,0
4437,0.5,0,0,0,0,1,0
4470,0.5,0,0,1,1,1,1
4500,0.5,0,0,0,0,1,1
4501,0.5,0,0,0,0,0,1
4534,0.5,0,0,0,0,1,0
4537,0.5,0,0,0,0,0,0
4576,0.5,0,1,0,0,0,0
4590,0.5,0,0,0,0,1,0
4608,0.5,0,0,0,0,1,1
4618,0.5,0,0,0,0,0,1
4709,0.5,0,0,0,0,1,0
4764,0.5,0,1,0,0,1,0
4809,0.5,0,0,0,0,0,1
4922,0.5,0,0,0,0,1,1
4937,0.5,0,0,0,0,0,0
4941,0.5,0,0,0,0,1,0
4993,0.5,0,0,0,0,0,0
4999,0.5,0,0,0,0,1,0
346,0.5,78,0,1,0,1,0
4830,0.5,80,0,0,0,1,1
2407,0.5,81,0,0,0,1,0
674,0.5,85,0,0,0,0,0
2189,0.5,86,0,0,0,1,1
604,0.5,89,0,0,0,1,0
4906,0.5,89,0,0,0,0,0
1296,0.5,90,0,0,0,0,0
26,0.5,97,0,0,0,1,0
4568,0.5,97,0,1,0,1,0
4213,0.5,98,0,0,0,1,0
2706,0.5,100,0,0,0,1,0
4424,0.5,100,0,1,0,0,0
2345,0.5,102,0,0,0,1,1
2551,0.5,102,0,0,0,1,0
1301,0.5,103,0,0,0,1,0
3095,0.5,104,0,0,0,0,1
1968,0.5,108,0,0,0,0,1
4504,0.5,108,0,0,0,1,0
277,0.5,109,0,0,0,1,0
1909,0.5,112,0,0,0,1,0
457,0.5,116,0,0,0,1,0
1371,0.5,117,0,0,0,0,0
4849,0.5,119,0,0,0,1,0
2287,0.5,128,0,0,0,1,0
4347,0.5,136,0,0,1,1,1
1072,0.5,137,0,0,0,1,0
4749,0.5,144,0,0,0,1,0
3463,0.5,146,0,1,0,1,0
4716,0.5,NA,0,0,0,1,0
3552,0.5,172,0,0,0,0,0
405,0.5,182,0,0,0,0,0
3079,0.5,190,0,1,1,1,1
3957,0.5,200,0,0,0,1,1
4669,0.5,221,0,0,0,1,0
1293,0.5,234,1,0,1,1,1
990,0.5,247,0,0,0,0,0
3118,0.5,256,0,0,0,1,0
2233,0.5,262,0,0,0,1,0
3289,0.5,292,1,0,0,0,0
2343,0.5,310,0,0,0,1,0
2423,0.5,400,0,0,0,0,0
3471,0.5,429,0,0,0,1,1
3022,0.5,461,0,0,0,1,0
93,0.6,0,0,0,0,0,0
194,0.6,0,0,0,0,1,1
217,0.6,0,0,0,0,0,0
247,0.6,0,0,0,0,1,1
385,0.6,0,0,0,0,1,1
440,0.6,0,0,0,0,1,0
496,0.6,0,0,0,0,1,1
535,0.6,0,0,1,0,0,0
603,0.6,0,0,0,0,0,0
687,0.6,0,0,0,0,1,0
714,0.6,0,0,0,0,1,0
753,0.6,0,0,0,0,0,0
1055,0.6,0,0,0,0,1,0
1171,0.6,0,0,0,0,0,1
1255,0.6,0,0,0,0,1,NA
1324,0.6,0,0,0,0,0,0
1465,0.6,0,0,0,0,1,0
1700,0.6,0,0,0,0,0,1
1709,0.6,0,0,0,0,0,1
1731,0.6,0,0,0,0,0,1
1765,0.6,0,0,0,0,1,0
1930,0.6,0,0,0,0,1,0
2059,0.6,0,0,0,0,0,0
2190,0.6,0,0,0,0,1,1
2280,0.6,0,0,0,1,1,1
2285,0.6,0,0,0,0,1,1
2354,0.6,0,0,0,0,1,1
2363,0.6,0,0,0,0,1,0
2381,0.6,0,0,0,0,0,0
2422,0.6,0,0,0,0,1,0
2441,0.6,0,0,0,0,0,0
2449,0.6,0,0,0,0,1,1
2527,0.6,0,0,0,0,0,0
2544,0.6,0,0,0,0,0,0
2612,0.6,0,0,0,0,1,0
2667,0.6,0,0,0,0,1,0
2675,0.6,0,0,0,0,1,0
2718,0.6,0,0,0,0,1,1
2824,0.6,0,0,1,0,0,0
2854,0.6,0,0,0,0,1,0
2927,0.6,0,0,0,0,1,1
2967,0.6,0,0,0,0,1,1
3042,0.6,0,0,0,0,1,0
3112,0.6,0,0,0,0,1,0
3142,0.6,0,1,0,0,1,0
3235,0.6,0,0,0,0,1,0
3321,0.6,0,0,0,0,0,1
3354,0.6,0,0,0,0,1,1
3360,0.6,0,0,0,0,0,0
3379,0.6,0,0,0,0,0,1
3441,0.6,0,0,0,0,0,1
3493,0.6,0,0,0,0,0,1
3505,0.6,0,0,1,0,1,0
3565,0.6,0,0,0,0,0,0
3571,0.6,0,0,0,0,1,1
3679,0.6,0,0,0,0,0,0
3692,0.6,0,0,0,0,0,1
3708,0.6,0,0,0,0,0,0
3713,0.6,0,0,0,0,0,0
3779,0.6,0,0,0,0,0,0
3812,0.6,0,0,0,0,1,0
3968,0.6,0,0,0,0,1,0
3996,0.6,0,0,0,0,1,1
3997,0.6,0,0,0,0,0,1
4004,0.6,0,0,0,0,1,1
4013,0.6,0,0,0,0,1,0
4102,0.6,0,0,0,0,1,1
4139,0.6,0,0,1,1,1,1
4266,0.6,0,0,1,1,1,0
4289,0.6,0,0,0,0,0,1
4372,0.6,0,0,0,0,1,0
4396,0.6,0,0,0,0,1,1
4455,0.6,0,0,0,0,1,0
4513,0.6,0,0,0,0,1,1
4528,0.6,0,0,0,0,0,1
4577,0.6,0,0,0,0,1,1
4591,0.6,0,1,0,0,0,0
4624,0.6,0,0,0,0,0,0
4635,0.6,0,0,0,0,1,0
4657,0.6,0,0,1,0,0,0
4780,0.6,0,0,0,0,1,0
4810,0.6,0,0,0,0,0,0
4834,0.6,0,0,0,0,0,0
4908,0.6,0,0,0,0,0,0
4917,0.6,0,0,0,0,1,0
1463,0.6,77,0,0,0,1,0
4520,0.6,77,0,0,0,0,1
3576,0.6,83,0,0,0,0,0
3181,0.6,84,0,0,0,0,0
266,0.6,98,0,1,0,0,0
4422,0.6,100,0,0,0,1,1
3405,0.6,101,0,0,0,0,0
9,0.6,104,0,0,0,1,0
2086,0.6,117,0,0,0,1,0
4788,0.6,121,0,0,0,1,0
1585,0.6,125,0,0,0,0,0
853,0.6,127,0,0,0,0,1
1019,0.6,127,0,0,0,0,0
4861,0.6,128,0,0,0,1,0
287,0.6,131,0,0,0,1,0
2440,0.6,144,0,0,0,0,1
3517,0.6,148,0,0,0,1,0
565,0.6,152,0,0,0,0,0
2752,0.6,156,0,0,0,1,1
1158,0.6,157,0,0,0,0,0
109,0.6,166,0,0,0,1,0
1430,0.6,171,0,0,0,0,0
33,0.6,193,0,0,0,0,0
950,0.6,204,0,0,0,1,0
1344,0.6,215,0,0,0,0,1
3123,0.6,218,0,0,0,0,0
3846,0.6,230,0,0,0,0,0
2204,0.6,311,0,0,0,0,0
2886,0.6,327,1,0,0,1,0
4499,0.6,328,0,0,0,0,0
1883,0.6,342,1,0,1,1,1
3876,0.6,381,0,0,0,1,1
2688,0.6,452,0,0,0,1,0
313,0.67,0,0,1,0,1,0
658,0.67,0,0,0,0,0,0
708,0.67,0,0,0,0,1,1
827,0.67,0,0,0,0,1,0
1057,0.67,0,0,0,0,1,0
1725,0.67,0,0,0,0,1,0
2037,0.67,0,0,0,0,1,0
3184,0.67,0,0,0,0,1,0
3366,0.67,0,0,0,0,1,0
3593,0.67,0,0,0,0,0,0
3695,0.67,0,0,0,0,1,0
4181,0.67,0,0,1,1,1,1
4623,0.67,0,0,0,0,1,0
3353,0.67,83,0,0,0,1,0
292,0.67,88,0,0,0,1,0
2403,0.67,95,0,0,0,0,0
2575,0.67,100,0,0,0,1,0
344,0.67,103,0,0,0,0,0
36,0.7,0,0,0,0,0,0
44,0.7,0,0,0,0,1,0
51,0.7,0,0,1,0,1,0
123,0.7,0,0,0,0,1,1
265,0.7,0,0,0,0,0,0
283,0.7,0,0,0,0,1,0
288,0.7,0,0,0,0,0,1
315,0.7,0,0,0,0,1,0
320,0.7,0,0,0,0,0,1
372,0.7,0,0,0,0,0,0
377,0.7,0,0,0,0,0,0
398,0.7,0,0,0,0,1,0
470,0.7,0,0,0,0,1,1
509,0.7,0,0,0,0,0,0
656,0.7,0,0,0,0,0,0
706,0.7,0,0,0,0,1,0
756,0.7,0,0,0,0,0,1
776,0.7,0,0,0,0,0,1
779,0.7,0,0,0,0,1,0
789,0.7,0,0,0,0,0,0
805,0.7,0,0,0,0,1,0
899,0.7,0,0,0,0,1,0
902,0.7,0,0,0,0,1,0
938,0.7,0,0,1,0,1,0
943,0.7,0,0,0,0,0,1
956,0.7,0,0,0,0,1,0
1033,0.7,0,0,0,0,1,1
1100,0.7,0,0,0,0,1,0
1300,0.7,0,0,1,0,1,0
1395,0.7,0,0,0,0,0,1
1468,0.7,0,0,0,0,0,0
1509,0.7,0,0,0,0,1,1
1554,0.7,0,0,0,0,0,0
1608,0.7,0,0,0,0,0,0
1626,0.7,0,0,0,0,1,0
1628,0.7,0,0,0,0,1,1
1698,0.7,0,0,0,0,1,1
1759,0.7,0,0,0,0,0,0
1772,0.7,0,0,0,0,1,0
1782,0.7,0,0,0,0,0,1
1815,0.7,0,0,0,0,1,0
1856,0.7,0,0,0,0,1,1
2027,0.7,0,0,0,0,1,0
2170,0.7,0,0,0,0,1,1
2246,0.7,0,0,0,0,0,1
2259,0.7,0,0,0,0,0,0
2263,0.7,0,1,0,0,0,1
2265,0.7,0,0,0,0,1,0
2291,0.7,0,0,0,0,1,0
2302,0.7,0,0,0,0,0,0
2334,0.7,0,0,1,1,1,1
2419,0.7,0,0,0,0,0,1
2477,0.7,0,0,0,0,1,0
2582,0.7,0,0,0,0,1,0
2592,0.7,0,0,0,0,0,0
2623,0.7,0,0,0,0,1,0
2652,0.7,0,0,0,0,0,0
2689,0.7,0,0,0,0,1,0
2691,0.7,0,0,0,0,1,0
2744,0.7,0,0,0,0,1,1
2759,0.7,0,0,1,0,0,1
2764,0.7,0,0,0,0,1,0
2778,0.7,0,0,0,0,1,1
2979,0.7,0,0,0,0,1,0
3058,0.7,0,0,1,0,1,0
3085,0.7,0,1,0,0,0,0
3127,0.7,0,0,0,0,0,1
3200,0.7,0,0,0,0,1,0
3286,0.7,0,0,0,0,1,0
3337,0.7,0,0,0,0,1,0
3408,0.7,0,0,0,0,0,0
3438,0.7,0,0,1,0,1,0
3474,0.7,0,0,1,0,0,0
3475,0.7,0,0,0,0,1,0
3548,0.7,0,0,0,0,1,0
3643,0.7,0,0,1,0,1,0
3683,0.7,0,0,0,0,0,0
3714,0.7,0,0,0,0,1,1
3762,0.7,0,0,0,0,1,0
3803,0.7,0,0,0,0,1,0
3864,0.7,0,0,0,0,1,0
3933,0.7,0,0,0,0,1,0
4005,0.7,0,0,0,0,0,0
4015,0.7,0,0,0,0,1,1
4020,0.7,0,0,0,0,1,0
4037,0.7,0,0,0,0,1,0
4046,0.7,0,0,0,0,1,0
4071,0.7,0,0,1,0,0,0
4119,0.7,0,0,0,0,1,1
4150,0.7,0,0,0,0,1,0
4159,0.7,0,0,0,0,1,1
4177,0.7,0,0,0,0,0,1
4244,0.7,0,0,0,0,1,0
4330,0.7,0,0,0,0,1,0
4357,0.7,0,0,0,0,0,0
4388,0.7,0,0,0,0,0,0
4517,0.7,0,0,0,0,1,0
4525,0.7,0,0,0,0,1,1
4547,0.7,0,0,1,0,1,0
4548,0.7,0,0,0,0,1,0
4616,0.7,0,0,0,0,1,0
4633,0.7,0,0,0,0,0,1
4706,0.7,0,1,0,1,1,1
4737,0.7,0,0,0,0,0,0
4762,0.7,0,0,0,0,1,1
4873,0.7,0,0,0,0,1,1
4928,0.7,0,1,0,1,1,1
4949,0.7,0,0,0,0,0,1
4956,0.7,0,0,0,0,1,1
2550,0.7,79,0,0,0,0,1
1874,0.7,80,0,0,0,1,0
182,0.7,81,0,0,0,0,0
831,0.7,81,0,0,0,0,0
3304,0.7,82,0,0,0,1,1
4167,0.7,86,0,0,0,0,0
3284,0.7,87,0,0,0,1,0
198,0.7,89,0,0,0,1,0
2801,0.7,90,0,0,0,1,1
818,0.7,91,0,0,0,1,0
1001,0.7,91,0,1,0,0,0
1199,0.7,101,0,0,0,1,0
4615,0.7,102,0,0,0,0,0
4395,0.7,103,0,0,0,0,0
1613,0.7,104,0,0,0,0,0
4113,0.7,104,0,0,0,1,0
3037,0.7,105,0,0,0,1,0
1240,0.7,109,0,0,0,1,1
4919,0.7,110,0,0,0,0,1
1778,0.7,114,0,0,0,1,1
619,0.7,115,0,0,0,1,0
1564,0.7,121,0,1,0,0,1
2536,0.7,129,0,0,0,0,0
3180,0.7,130,0,1,0,1,0
2951,0.7,135,0,0,0,1,0
108,0.7,136,0,0,0,0,0
1743,0.7,137,0,0,0,1,0
256,0.7,138,0,0,0,0,1
2497,0.7,141,0,0,0,0,0
4814,0.7,142,0,0,0,1,1
4967,0.7,143,0,0,0,0,0
861,0.7,145,0,0,0,0,0
1342,0.7,149,0,0,0,0,0
1749,0.7,151,0,0,0,1,0
47,0.7,153,0,0,0,1,0
2074,0.7,154,0,0,0,1,1
583,0.7,155,0,0,0,0,0
1466,0.7,159,0,0,0,1,0
24,0.7,163,0,1,0,0,0
762,0.7,166,0,0,0,1,0
1012,0.7,166,0,0,0,1,0
2710,0.7,170,0,0,0,0,0
3769,0.7,170,0,0,1,1,1
373,0.7,174,0,0,0,1,0
2616,0.7,191,0,0,0,1,1
4554,0.7,192,0,0,0,1,0
1088,0.7,196,0,0,0,0,0
1122,0.7,196,0,0,0,0,1
4223,0.7,223,0,0,0,0,0
1569,0.7,226,0,0,0,0,0
2829,0.7,230,0,0,0,1,0
2130,0.7,232,0,0,0,0,0
4549,0.7,241,0,0,0,0,0
2593,0.7,245,0,0,0,0,0
817,0.7,263,0,0,0,1,1
40,0.7,285,0,0,0,1,0
4024,0.7,312,1,0,0,0,0
3378,0.7,315,0,0,0,1,0
4126,0.7,322,0,0,0,1,1
1790,0.7,567,1,0,1,1,1
270,0.75,0,0,0,0,0,0
1390,0.75,0,0,0,0,1,0
2136,0.75,0,0,1,0,0,0
3237,0.75,0,0,0,0,0,1
4356,0.75,0,0,0,0,1,0
2182,0.75,105,0,0,0,1,0
2325,0.75,114,0,0,0,1,0
3551,0.75,116,0,0,0,0,0
4776,0.75,171,0,0,0,0,0
307,0.8,0,0,0,0,1,1
333,0.8,0,0,0,0,1,0
426,0.8,0,0,0,0,1,0
436,0.8,0,0,0,0,0,0
477,0.8,0,0,1,0,0,1
486,0.8,0,0,0,0,1,0
530,0.8,0,0,0,0,1,0
563,0.8,0,0,0,0,1,1
566,0.8,0,0,0,0,1,0
702,0.8,0,0,0,0,0,1
781,0.8,0,0,0,0,1,1
854,0.8,0,0,0,0,0,0
870,0.8,0,0,0,0,0,1
873,0.8,0,0,0,0,1,0
979,0.8,0,0,0,0,1,1
1016,0.8,0,0,0,0,0,0
1017,0.8,0,0,1,0,1,0
1148,0.8,0,0,0,0,0,0
1176,0.8,0,0,0,0,1,1
1248,0.8,0,0,0,0,1,0
1252,0.8,0,0,0,0,0,0
1267,0.8,0,0,0,0,0,1
1458,0.8,0,0,0,0,0,1
1498,0.8,0,0,0,0,1,0
1606,0.8,0,0,0,0,1,0
1610,0.8,0,0,1,1,1,1
1611,0.8,0,0,0,0,0,1
1650,0.8,0,0,0,0,1,0
1659,0.8,0,0,0,0,1,0
1669,0.8,0,0,1,0,0,1
1760,0.8,0,0,0,0,0,0
1774,0.8,0,0,0,0,0,0
1794,0.8,0,1,0,0,1,0
1834,0.8,0,1,0,0,0,0
1858,0.8,0,0,0,0,0,1
1935,0.8,0,0,0,0,1,1
1993,0.8,0,0,0,0,0,1
2016,0.8,0,0,0,0,1,0
2070,0.8,0,0,0,0,1,1
2087,0.8,0,0,0,0,1,1
2141,0.8,0,0,1,0,1,0
2151,0.8,0,0,1,0,0,1
2214,0.8,0,0,0,0,0,0
2221,0.8,0,0,0,0,1,0
2260,0.8,0,0,0,0,1,0
2273,0.8,0,0,0,0,1,0
2304,0.8,0,0,0,0,1,1
2328,0.8,0,0,1,0,1,0
2359,0.8,0,0,1,0,1,0
2394,0.8,0,0,0,0,1,1
2408,0.8,0,0,0,0,1,0
2457,0.8,0,0,0,0,0,1
2459,0.8,0,0,0,0,1,1
2462,0.8,0,0,0,0,1,0
2506,0.8,0,0,0,0,0,0
2555,0.8,0,0,0,0,0,0
2561,0.8,0,0,0,0,1,0
2627,0.8,0,0,0,0,1,0
2645,0.8,0,0,0,0,0,0
2682,0.8,0,0,0,0,0,0
2711,0.8,0,0,0,0,0,0
2796,0.8,0,0,0,0,0,0
2807,0.8,0,0,0,0,1,0
2832,0.8,0,0,0,0,1,1
2897,0.8,0,0,0,0,0,0
2919,0.8,0,0,0,0,1,0
3011,0.8,0,0,0,0,1,0
3119,0.8,0,0,0,0,1,0
3159,0.8,0,0,1,0,1,0
3163,0.8,0,0,0,0,1,0
3167,0.8,0,0,0,0,1,1
3223,0.8,0,0,0,0,0,0
3288,0.8,0,0,0,0,1,0
3303,0.8,0,0,0,0,0,0
3387,0.8,0,1,0,0,0,0
3421,0.8,0,0,0,0,1,1
3464,0.8,0,0,0,0,1,0
3486,0.8,0,0,0,0,0,0
3506,0.8,0,0,0,0,1,1
3522,0.8,0,0,0,0,1,0
3524,0.8,0,0,0,0,0,1
3570,0.8,0,0,1,0,1,0
3806,0.8,0,0,0,0,0,0
3807,0.8,0,0,0,0,0,0
3851,0.8,0,0,0,0,1,0
3937,0.8,0,0,1,0,0,0
3956,0.8,0,0,0,0,0,0
3995,0.8,0,0,0,0,1,1
4000,0.8,0,0,0,0,0,0
4031,0.8,0,0,0,0,0,0
4076,0.8,0,0,0,0,1,0
4153,0.8,0,0,0,0,1,0
4163,0.8,0,0,0,0,1,1
4235,0.8,0,0,0,0,1,0
4248,0.8,0,0,0,0,1,0
4262,0.8,0,0,0,0,0,0
4382,0.8,0,0,0,0,1,0
4431,0.8,0,0,0,0,1,1
4433,0.8,0,0,0,0,1,0
4463,0.8,0,0,0,0,1,1
4483,0.8,0,0,0,0,0,0
